respondent_id,survey_wave,city_tier,region,vehicle_type,vehicle_age_years,e20_factory_compatible,monthly_fuel_spend_inr,experienced_mileage_drop,mileage_drop_bucket,experienced_repair_wear_increase,govt_e20_handling_sentiment,wants_e0_e10_choice_back,prior_awareness_of_separator_devices,price_point_shown_inr,purchase_likelihood_1to5,nps_0to10,preferred_payment_mode,primary_motivator,household_income_bucket
R100930,Wave 1 - Jul 2026,Tier-1,North,Commercial/Fleet,9.6,No,26906,Yes,5-10%,No,Ineffective,Yes,No,5999,5,10,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100931,Wave 2 - Jul 2026,Tier-1,East,Two-wheeler,4.1,No,657,No,None noticed,No,Disastrous,Yes,No,4499,1,2,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,>₹20L
R100932,Wave 2 - Jul 2026,Tier-1,Central,Two-wheeler,2.1,No,1086,Yes,5-10%,No,Disastrous,Yes,No,4499,5,8,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100933,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,6.0,No,1065,Yes,15%+,Yes,Disastrous,No,No,5999,3,5,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100934,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,2.6,Yes,1457,No,None noticed,No,Neutral/Mixed,No,No,4499,2,3,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100935,Wave 1 - Jul 2026,Metro,West,Two-wheeler,6.3,No,922,Yes,15%+,No,Neutral/Mixed,No,No,4499,4,7,No-cost EMI (installments),Restore lost mileage,>₹20L
R100936,Wave 2 - Jul 2026,Tier-3,South,Hatchback,2.0,Yes,6178,No,None noticed,No,Neutral/Mixed,No,Yes,3999,2,4,One-time payment,Not sure / still skeptical,₹3-6L
R100937,Wave 2 - Jul 2026,Metro,East,SUV,4.3,No,8300,Yes,10-15%,Yes,Ineffective,No,No,4499,5,9,Subscription (device+cartridges bundled),Restore lost mileage,₹6-10L
R100938,Wave 1 - Jul 2026,Tier-3,East,Two-wheeler,6.9,No,1352,Yes,5-10%,Yes,Disastrous,No,No,4499,5,9,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100939,Wave 1 - Jul 2026,Metro,East,Hatchback,2.8,No,6073,No,None noticed,No,Neutral/Mixed,No,No,4499,1,0,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100940,Wave 1 - Jul 2026,Metro,Central,Two-wheeler,2.7,No,1394,Yes,10-15%,Yes,Disastrous,No,No,3999,5,9,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R100941,Wave 2 - Jul 2026,Tier-3,South,SUV,1.0,Yes,9119,Yes,0-5%,No,Neutral/Mixed,No,No,4499,5,9,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R100942,Wave 1 - Jul 2026,Metro,East,Two-wheeler,2.0,Yes,1106,No,None noticed,No,Positive,No,No,5999,1,1,Subscription (device+cartridges bundled),Not sure / still skeptical,<₹3L
R100943,Wave 2 - Jul 2026,Tier-1,East,Two-wheeler,4.1,No,863,Yes,15%+,Yes,Disastrous,No,No,4499,5,8,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100944,Wave 1 - Jul 2026,Tier-1,South,Hatchback,4.5,No,3482,Yes,10-15%,Yes,Positive,No,No,5999,5,8,Subscription (device+cartridges bundled),Save money long-term vs additives,₹6-10L
R100945,Wave 2 - Jul 2026,Metro,Central,Sedan,4.9,No,9352,Yes,10-15%,Yes,Disastrous,Yes,No,3999,4,8,One-time payment,Restore lost mileage,₹3-6L
R100946,Wave 1 - Jul 2026,Tier-2,North,SUV,0.7,No,9653,No,None noticed,No,Neutral/Mixed,No,No,4499,1,2,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R100947,Wave 2 - Jul 2026,Tier-3,Central,Hatchback,2.7,No,4523,Yes,10-15%,Yes,Ineffective,No,No,4499,5,10,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100948,Wave 2 - Jul 2026,Tier-3,East,Sedan,1.1,Yes,4214,No,None noticed,No,Neutral/Mixed,No,No,4499,2,5,One-time payment,Environmental/fuel-quality concern,<₹3L
R100949,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,3.9,No,1757,Yes,10-15%,Yes,Neutral/Mixed,No,No,5999,5,10,One-time payment,Protect engine/seals from damage,>₹20L
R100950,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,0.8,Yes,868,No,None noticed,No,Ineffective,Yes,No,3999,4,8,Subscription (device+cartridges bundled),Save money long-term vs additives,₹6-10L
R100951,Wave 1 - Jul 2026,Metro,North,Two-wheeler,1.4,Yes,786,No,None noticed,No,Positive,Yes,No,4499,2,3,Subscription (device+cartridges bundled),Not sure / still skeptical,₹3-6L
R100952,Wave 2 - Jul 2026,Metro,East,Two-wheeler,5.6,No,1181,Yes,5-10%,Yes,Disastrous,Yes,No,3999,5,10,Subscription (device+cartridges bundled),Restore lost mileage,<₹3L
R100953,Wave 2 - Jul 2026,Metro,East,Two-wheeler,2.2,Yes,2166,No,None noticed,No,Ineffective,No,No,4499,3,6,One-time payment,Not sure / still skeptical,₹3-6L
R100954,Wave 1 - Jul 2026,Tier-3,West,Hatchback,7.8,No,6432,No,None noticed,No,Neutral/Mixed,No,No,5999,4,5,One-time payment,Restore lost mileage,₹3-6L
R100955,Wave 2 - Jul 2026,Tier-3,East,Two-wheeler,5.0,No,1223,Yes,10-15%,No,Positive,No,Yes,3999,4,8,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R100956,Wave 2 - Jul 2026,Tier-2,North,Hatchback,2.8,No,3407,No,None noticed,No,Neutral/Mixed,No,No,4499,1,0,One-time payment,Restore lost mileage,₹10-20L
R100957,Wave 2 - Jul 2026,Tier-1,South,Hatchback,6.1,No,2271,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,9,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100958,Wave 1 - Jul 2026,Tier-1,South,Sedan,2.9,Yes,5927,Yes,5-10%,Yes,Disastrous,Yes,No,5999,2,0,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100959,Wave 1 - Jul 2026,Tier-1,North,Sedan,5.4,No,6063,No,None noticed,No,Disastrous,No,No,3999,4,5,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R100960,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,2.0,Yes,1710,Yes,5-10%,No,Disastrous,Yes,No,4499,5,9,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100961,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,6.4,No,1757,Yes,15%+,Yes,Ineffective,Yes,No,5999,5,7,One-time payment,Protect engine/seals from damage,₹6-10L
R100962,Wave 2 - Jul 2026,Metro,South,Hatchback,0.9,No,3968,No,None noticed,No,Ineffective,No,No,4499,3,4,No-cost EMI (installments),Restore lost mileage,>₹20L
R100963,Wave 2 - Jul 2026,Metro,South,Hatchback,1.4,Yes,4854,No,None noticed,Yes,Ineffective,Yes,No,5999,4,8,One-time payment,Save money long-term vs additives,₹3-6L
R100964,Wave 1 - Jul 2026,Tier-3,East,Two-wheeler,1.6,Yes,1125,No,None noticed,No,Neutral/Mixed,No,No,4499,3,4,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100965,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,2.1,Yes,1611,No,None noticed,No,Neutral/Mixed,No,No,5999,3,5,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100966,Wave 2 - Jul 2026,Tier-3,Central,Sedan,4.2,No,4976,Yes,10-15%,No,Ineffective,No,No,3999,5,8,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100967,Wave 2 - Jul 2026,Metro,South,Hatchback,3.3,No,4740,Yes,5-10%,No,Disastrous,Yes,No,3999,5,10,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100968,Wave 2 - Jul 2026,Tier-2,South,Two-wheeler,5.4,No,1548,Yes,10-15%,Yes,Disastrous,No,Yes,4499,3,5,One-time payment,Not sure / still skeptical,<₹3L
R100969,Wave 1 - Jul 2026,Metro,West,Two-wheeler,6.9,No,1427,Yes,15%+,Yes,Ineffective,No,No,4499,5,7,One-time payment,Restore lost mileage,₹6-10L
R100970,Wave 1 - Jul 2026,Metro,South,SUV,0.8,Yes,10024,No,None noticed,No,Ineffective,Yes,No,4499,4,6,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,₹10-20L
R100971,Wave 2 - Jul 2026,Metro,South,Two-wheeler,7.5,No,784,Yes,10-15%,Yes,Ineffective,Yes,No,3999,5,8,One-time payment,Protect engine/seals from damage,₹10-20L
R100972,Wave 2 - Jul 2026,Metro,West,SUV,2.9,No,5755,No,None noticed,Yes,Disastrous,No,No,3999,4,8,One-time payment,Environmental/fuel-quality concern,₹6-10L
R100973,Wave 1 - Jul 2026,Tier-3,North,Two-wheeler,9.5,No,1294,Yes,10-15%,Yes,Neutral/Mixed,No,No,5999,5,9,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100974,Wave 2 - Jul 2026,Tier-1,South,Hatchback,1.9,Yes,2503,No,None noticed,No,Positive,Yes,No,3999,2,2,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R100975,Wave 1 - Jul 2026,Tier-2,West,Two-wheeler,0.6,Yes,1241,No,None noticed,No,Disastrous,Yes,No,5999,2,2,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100976,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,5.1,No,1253,Yes,10-15%,Yes,Disastrous,No,No,4499,5,10,One-time payment,Save money long-term vs additives,₹6-10L
R100977,Wave 2 - Jul 2026,Tier-1,East,Commercial/Fleet,4.9,No,25284,Yes,10-15%,Yes,Disastrous,No,No,3999,5,10,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100978,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,1.4,Yes,1456,No,None noticed,No,Positive,No,No,5999,1,0,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100979,Wave 2 - Jul 2026,Metro,Central,Commercial/Fleet,1.5,Yes,23832,Yes,0-5%,No,Ineffective,Yes,No,5999,5,8,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R100980,Wave 2 - Jul 2026,Tier-3,East,Two-wheeler,5.7,No,1518,No,None noticed,No,Neutral/Mixed,No,Yes,5999,1,0,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R100981,Wave 1 - Jul 2026,Tier-2,Central,SUV,4.3,No,6970,No,None noticed,Yes,Disastrous,Yes,No,3999,4,7,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R100982,Wave 1 - Jul 2026,Tier-2,East,Commercial/Fleet,2.7,Yes,19193,No,None noticed,Yes,Disastrous,No,No,4499,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R100983,Wave 2 - Jul 2026,Tier-1,North,Hatchback,4.6,No,5058,Yes,10-15%,Yes,Ineffective,Yes,No,5999,3,4,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100984,Wave 1 - Jul 2026,Metro,West,Two-wheeler,4.0,No,1868,Yes,15%+,Yes,Ineffective,No,No,4499,5,10,One-time payment,Save money long-term vs additives,₹3-6L
R100985,Wave 1 - Jul 2026,Tier-3,North,Sedan,1.7,Yes,5585,No,None noticed,No,Positive,Yes,No,3999,2,3,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100986,Wave 1 - Jul 2026,Tier-1,East,Hatchback,5.9,No,2263,No,None noticed,No,Positive,No,No,3999,1,2,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100987,Wave 1 - Jul 2026,Metro,West,Commercial/Fleet,5.2,No,9602,Yes,10-15%,Yes,Ineffective,No,No,5999,5,8,One-time payment,Protect engine/seals from damage,₹3-6L
R100988,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,3.4,No,1272,Yes,10-15%,No,Ineffective,No,No,5999,4,9,No-cost EMI (installments),Restore lost mileage,₹10-20L
R100989,Wave 2 - Jul 2026,Tier-2,Central,Two-wheeler,5.7,No,484,Yes,10-15%,No,Neutral/Mixed,No,Yes,5999,3,4,One-time payment,Save money long-term vs additives,<₹3L
R100990,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,10.3,No,2104,Yes,5-10%,Yes,Ineffective,No,Yes,5999,5,10,One-time payment,Protect engine/seals from damage,₹3-6L
R100991,Wave 1 - Jul 2026,Tier-2,West,Sedan,1.5,Yes,6769,No,None noticed,No,Positive,No,No,3999,4,7,No-cost EMI (installments),Restore lost mileage,>₹20L
R100992,Wave 1 - Jul 2026,Tier-2,West,Commercial/Fleet,2.8,No,15207,Yes,10-15%,Yes,Positive,Yes,No,4499,5,8,One-time payment,Restore lost mileage,₹6-10L
R100993,Wave 1 - Jul 2026,Metro,North,Two-wheeler,2.9,No,965,Yes,10-15%,Yes,Disastrous,No,No,3999,5,9,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100994,Wave 2 - Jul 2026,Tier-3,West,Sedan,5.6,No,7470,Yes,5-10%,No,Ineffective,No,Yes,3999,5,10,One-time payment,Restore lost mileage,₹6-10L
R100995,Wave 1 - Jul 2026,Tier-1,East,Commercial/Fleet,2.1,No,12731,Yes,5-10%,No,Ineffective,No,No,3999,5,9,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R100996,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,5.4,No,1001,Yes,10-15%,No,Disastrous,Yes,No,5999,2,2,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,₹3-6L
R100997,Wave 2 - Jul 2026,Metro,West,Two-wheeler,2.3,Yes,1100,No,None noticed,No,Neutral/Mixed,No,Yes,3999,2,3,No-cost EMI (installments),Restore lost mileage,₹6-10L
R100998,Wave 1 - Jul 2026,Tier-3,South,Sedan,1.4,Yes,5985,No,None noticed,Yes,Ineffective,No,No,4499,5,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R100999,Wave 2 - Jul 2026,Tier-1,West,Hatchback,3.5,No,4930,Yes,10-15%,Yes,Disastrous,No,No,4499,5,9,One-time payment,Save money long-term vs additives,₹3-6L
R101000,Wave 2 - Jul 2026,Metro,North,Two-wheeler,2.3,Yes,1868,Yes,10-15%,No,Disastrous,No,No,3999,4,6,One-time payment,Save money long-term vs additives,₹6-10L
R101001,Wave 1 - Jul 2026,Tier-1,Central,SUV,3.8,No,10599,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,10,No-cost EMI (installments),Save money long-term vs additives,<₹3L
R101002,Wave 1 - Jul 2026,Metro,Central,Hatchback,4.4,No,4201,No,None noticed,No,Neutral/Mixed,No,No,3999,2,1,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R101003,Wave 1 - Jul 2026,Metro,North,Commercial/Fleet,0.9,Yes,23786,No,None noticed,No,Neutral/Mixed,No,No,4499,2,3,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R101004,Wave 2 - Jul 2026,Tier-2,South,SUV,2.5,Yes,6659,No,None noticed,No,Ineffective,Yes,No,4499,4,8,No-cost EMI (installments),Restore lost mileage,₹6-10L
R101005,Wave 2 - Jul 2026,Tier-1,West,SUV,3.5,No,4019,No,None noticed,Yes,Ineffective,No,Yes,5999,2,2,One-time payment,Not sure / still skeptical,₹6-10L
R101006,Wave 2 - Jul 2026,Tier-3,West,Hatchback,5.7,No,3411,Yes,10-15%,Yes,Disastrous,Yes,No,5999,5,8,One-time payment,Restore lost mileage,<₹3L
R101007,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,5.2,No,1084,No,None noticed,No,Neutral/Mixed,No,No,5999,2,1,Subscription (device+cartridges bundled),Not sure / still skeptical,₹10-20L
R101008,Wave 2 - Jul 2026,Tier-2,North,Hatchback,1.8,Yes,3457,No,None noticed,No,Neutral/Mixed,Yes,No,4499,2,3,No-cost EMI (installments),Restore lost mileage,₹10-20L
R101009,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,3.0,No,1024,Yes,10-15%,Yes,Neutral/Mixed,No,No,3999,5,8,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R101010,Wave 1 - Jul 2026,Tier-2,Central,Sedan,4.6,No,5051,Yes,15%+,No,Ineffective,No,No,4499,5,7,No-cost EMI (installments),Restore lost mileage,₹10-20L
R101011,Wave 2 - Jul 2026,Tier-2,South,Two-wheeler,2.8,No,1643,Yes,10-15%,Yes,Ineffective,Yes,No,5999,5,10,Subscription (device+cartridges bundled),Save money long-term vs additives,₹3-6L
R101012,Wave 2 - Jul 2026,Tier-1,East,Hatchback,1.9,Yes,6217,Yes,10-15%,No,Neutral/Mixed,No,No,3999,4,6,No-cost EMI (installments),Restore lost mileage,<₹3L
R101013,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,3.2,No,724,Yes,15%+,Yes,Disastrous,No,Yes,3999,5,10,One-time payment,Save money long-term vs additives,₹3-6L
R101014,Wave 1 - Jul 2026,Tier-1,Central,Two-wheeler,4.3,No,895,Yes,10-15%,Yes,Neutral/Mixed,No,No,5999,4,7,Subscription (device+cartridges bundled),Restore lost mileage,₹6-10L
R101015,Wave 1 - Jul 2026,Metro,North,Two-wheeler,1.6,Yes,1090,No,None noticed,No,Ineffective,Yes,No,5999,2,2,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R101016,Wave 1 - Jul 2026,Tier-2,North,Hatchback,4.9,No,5101,Yes,10-15%,Yes,Disastrous,No,No,3999,5,9,One-time payment,Save money long-term vs additives,₹3-6L
R101017,Wave 2 - Jul 2026,Tier-3,Central,SUV,3.7,No,7729,Yes,5-10%,No,Disastrous,No,No,5999,3,3,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R101018,Wave 2 - Jul 2026,Metro,Central,Two-wheeler,5.0,No,1116,No,None noticed,Yes,Ineffective,No,Yes,4499,3,4,One-time payment,Restore lost mileage,₹10-20L
R101019,Wave 2 - Jul 2026,Tier-1,South,SUV,3.2,No,9846,Yes,10-15%,Yes,Positive,No,No,4499,5,9,One-time payment,Restore lost mileage,₹3-6L
R101020,Wave 1 - Jul 2026,Tier-3,South,SUV,9.3,No,10396,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,8,No-cost EMI (installments),Restore lost mileage,₹6-10L
R101021,Wave 2 - Jul 2026,Tier-2,South,Two-wheeler,4.2,No,1393,Yes,15%+,Yes,Ineffective,No,No,5999,2,3,Subscription (device+cartridges bundled),Environmental/fuel-quality concern,₹3-6L
R101022,Wave 1 - Jul 2026,Tier-3,South,Sedan,5.4,No,4474,Yes,10-15%,No,Disastrous,Yes,No,3999,5,9,One-time payment,Restore lost mileage,>₹20L
R101023,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,4.9,Yes,1506,Yes,0-5%,No,Positive,No,No,5999,2,0,No-cost EMI (installments),Restore lost mileage,₹3-6L
R101024,Wave 2 - Jul 2026,Tier-2,Central,Two-wheeler,2.9,No,1309,Yes,10-15%,No,Ineffective,Yes,No,3999,5,8,One-time payment,Restore lost mileage,₹10-20L
R101025,Wave 2 - Jul 2026,Tier-1,South,Hatchback,4.0,Yes,3917,No,None noticed,Yes,Disastrous,Yes,No,4499,5,9,One-time payment,Restore lost mileage,₹6-10L
R101026,Wave 2 - Jul 2026,Tier-3,West,Two-wheeler,2.1,Yes,1199,Yes,0-5%,No,Positive,No,No,4499,3,4,No-cost EMI (installments),Restore lost mileage,>₹20L
R101027,Wave 1 - Jul 2026,Tier-1,North,SUV,8.9,No,10324,Yes,15%+,No,Ineffective,No,No,5999,3,5,No-cost EMI (installments),Environmental/fuel-quality concern,>₹20L
R101028,Wave 1 - Jul 2026,Tier-2,North,Commercial/Fleet,4.5,No,19794,Yes,10-15%,Yes,Disastrous,No,No,5999,5,10,No-cost EMI (installments),Restore lost mileage,₹10-20L
R101029,Wave 2 - Jul 2026,Tier-1,West,SUV,1.8,Yes,10578,Yes,0-5%,No,Disastrous,No,No,5999,5,10,No-cost EMI (installments),Save money long-term vs additives,<₹3L
R101030,Wave 2 - Jul 2026,Tier-2,South,Hatchback,7.7,No,5772,No,None noticed,Yes,Disastrous,Yes,No,5999,4,8,Subscription (device+cartridges bundled),Save money long-term vs additives,₹6-10L
R101031,Wave 1 - Jul 2026,Tier-2,West,Hatchback,3.1,No,4740,No,None noticed,Yes,Neutral/Mixed,Yes,No,3999,5,7,No-cost EMI (installments),Restore lost mileage,₹10-20L
R101032,Wave 1 - Jul 2026,Tier-1,North,Commercial/Fleet,5.9,No,15876,Yes,15%+,Yes,Disastrous,No,No,5999,5,9,One-time payment,Save money long-term vs additives,₹6-10L
R101033,Wave 1 - Jul 2026,Tier-3,Central,Two-wheeler,0.8,Yes,1808,Yes,0-5%,No,Positive,No,No,4499,3,4,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R101034,Wave 1 - Jul 2026,Tier-1,East,Two-wheeler,6.8,No,1583,No,None noticed,No,Disastrous,No,No,4499,2,3,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R101035,Wave 1 - Jul 2026,Tier-2,East,Hatchback,4.4,No,7262,No,None noticed,Yes,Ineffective,No,No,4499,4,6,One-time payment,Restore lost mileage,₹3-6L
R101036,Wave 2 - Jul 2026,Tier-1,North,Two-wheeler,1.7,Yes,1522,No,None noticed,Yes,Neutral/Mixed,No,No,4499,4,6,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R101037,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,4.4,No,1673,No,None noticed,Yes,Ineffective,No,No,4499,5,8,No-cost EMI (installments),Restore lost mileage,₹3-6L
R101038,Wave 2 - Jul 2026,Tier-1,South,Two-wheeler,8.4,No,1514,Yes,15%+,No,Ineffective,Yes,No,4499,4,6,One-time payment,Protect engine/seals from damage,₹6-10L
R101039,Wave 2 - Jul 2026,Metro,West,Hatchback,2.2,Yes,4083,No,None noticed,No,Neutral/Mixed,No,No,3999,4,6,One-time payment,Restore lost mileage,₹6-10L
R101040,Wave 1 - Jul 2026,Metro,South,Two-wheeler,2.2,Yes,1299,No,None noticed,No,Neutral/Mixed,No,No,5999,1,0,No-cost EMI (installments),Environmental/fuel-quality concern,<₹3L
R101041,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,2.9,No,1515,Yes,10-15%,Yes,Neutral/Mixed,No,No,5999,2,1,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R101042,Wave 2 - Jul 2026,Tier-2,South,Two-wheeler,3.5,No,1604,Yes,10-15%,No,Disastrous,No,No,4499,3,6,Subscription (device+cartridges bundled),Restore lost mileage,<₹3L
R101043,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,6.1,No,1853,Yes,10-15%,No,Ineffective,Yes,No,5999,3,5,One-time payment,Restore lost mileage,₹6-10L
R101044,Wave 2 - Jul 2026,Metro,South,SUV,4.6,No,8909,Yes,15%+,Yes,Ineffective,Yes,No,4499,4,5,No-cost EMI (installments),Save money long-term vs additives,₹6-10L
R101045,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,2.9,No,1219,Yes,5-10%,No,Disastrous,No,Yes,4499,5,9,No-cost EMI (installments),Restore lost mileage,₹6-10L
R101046,Wave 1 - Jul 2026,Metro,South,Sedan,4.1,No,5269,Yes,10-15%,No,Disastrous,Yes,No,5999,5,7,No-cost EMI (installments),Restore lost mileage,₹3-6L
R101047,Wave 2 - Jul 2026,Tier-2,West,Sedan,9.2,No,3652,Yes,10-15%,Yes,Positive,No,Yes,4499,4,9,No-cost EMI (installments),Restore lost mileage,₹10-20L
R101048,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,5.1,No,2051,No,None noticed,Yes,Disastrous,No,No,5999,5,10,One-time payment,Environmental/fuel-quality concern,₹10-20L
R101049,Wave 1 - Jul 2026,Metro,South,SUV,3.1,Yes,6957,No,None noticed,Yes,Disastrous,Yes,No,4499,3,5,One-time payment,Save money long-term vs additives,₹6-10L
R101050,Wave 2 - Jul 2026,Tier-2,West,Sedan,2.9,Yes,7371,No,None noticed,Yes,Ineffective,Yes,No,4499,4,6,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R101051,Wave 1 - Jul 2026,Metro,East,Hatchback,3.9,No,4525,Yes,10-15%,Yes,Disastrous,No,No,3999,5,8,One-time payment,Save money long-term vs additives,₹3-6L
R101052,Wave 1 - Jul 2026,Metro,South,Two-wheeler,6.1,No,1519,Yes,10-15%,Yes,Disastrous,Yes,No,5999,4,6,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R101053,Wave 2 - Jul 2026,Metro,West,Two-wheeler,2.0,Yes,1354,Yes,0-5%,No,Disastrous,Yes,No,3999,5,9,No-cost EMI (installments),Save money long-term vs additives,<₹3L
R101054,Wave 1 - Jul 2026,Tier-1,Central,Commercial/Fleet,5.5,No,14419,Yes,5-10%,No,Disastrous,No,Yes,4499,5,10,One-time payment,Protect engine/seals from damage,₹10-20L
R101055,Wave 2 - Jul 2026,Tier-2,West,SUV,3.1,No,5976,No,None noticed,Yes,Ineffective,No,No,3999,5,10,One-time payment,Save money long-term vs additives,₹3-6L
R101056,Wave 2 - Jul 2026,Tier-3,Central,Commercial/Fleet,3.4,Yes,27453,No,None noticed,No,Positive,No,Yes,4499,5,10,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R101057,Wave 2 - Jul 2026,Metro,East,Commercial/Fleet,13.8,No,19090,Yes,15%+,Yes,Disastrous,Yes,No,4499,5,9,One-time payment,Restore lost mileage,₹6-10L
R101058,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,5.2,No,1841,Yes,10-15%,No,Ineffective,Yes,No,5999,3,3,No-cost EMI (installments),Restore lost mileage,₹10-20L
R101059,Wave 1 - Jul 2026,Tier-2,South,SUV,2.3,Yes,11380,No,None noticed,No,Neutral/Mixed,No,No,4499,3,4,One-time payment,Restore lost mileage,₹6-10L
R101060,Wave 2 - Jul 2026,Tier-3,West,Two-wheeler,4.4,No,1239,Yes,10-15%,Yes,Disastrous,No,No,3999,4,7,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹10-20L
R101061,Wave 2 - Jul 2026,Tier-2,Central,SUV,6.2,No,9172,Yes,10-15%,Yes,Disastrous,No,Yes,3999,5,8,One-time payment,Environmental/fuel-quality concern,₹6-10L
R101062,Wave 1 - Jul 2026,Metro,South,Two-wheeler,5.2,No,1418,Yes,10-15%,No,Disastrous,No,No,3999,5,10,One-time payment,Save money long-term vs additives,₹6-10L
R101063,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,0.5,Yes,946,No,None noticed,No,Neutral/Mixed,No,No,5999,3,6,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R101064,Wave 1 - Jul 2026,Tier-1,West,Sedan,3.3,Yes,5499,No,None noticed,No,Neutral/Mixed,No,No,5999,2,3,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R101065,Wave 1 - Jul 2026,Tier-3,North,SUV,4.5,No,9549,Yes,10-15%,No,Disastrous,No,No,4499,5,10,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R101066,Wave 2 - Jul 2026,Tier-1,East,Hatchback,4.3,No,3613,Yes,5-10%,Yes,Neutral/Mixed,No,Yes,4499,2,0,One-time payment,Not sure / still skeptical,₹10-20L
R101067,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,2.5,Yes,1273,No,None noticed,No,Positive,No,No,3999,1,2,One-time payment,Save money long-term vs additives,₹10-20L
R101068,Wave 1 - Jul 2026,Metro,West,Two-wheeler,5.3,No,1332,Yes,10-15%,Yes,Neutral/Mixed,No,No,5999,3,3,One-time payment,Protect engine/seals from damage,₹3-6L
